frame,G908R_febuxostat_rep1,G908R_febuxostat_rep2,G908R_febuxostat_rep3,G908R_natural_rep1,G908R_natural_rep2,G908R_natural_rep3,R702W_febuxostat_rep1,R702W_febuxostat_rep2,R702W_febuxostat_rep3,R702W_natural_rep1,R702W_natural_rep2,R702W_natural_rep3
936,183.8407,184.9008,131.2118,132.0810,129.7585,129.7338,127.7969,129.6495,187.7475,183.5121,180.4656,132.7885
937,184.0746,184.2747,131.4485,132.8248,129.2659,129.5890,127.3966,129.8767,187.8424,182.8318,181.0775,133.1776
938,183.8740,184.2353,131.7754,132.9458,130.1697,129.6139,126.5754,128.8985,186.9024,182.8956,180.6605,132.5504
939,183.7749,183.7223,130.9180,133.0826,129.6822,130.1853,128.0442,129.8568,187.9394,182.9776,181.0875,132.7384
940,182.7840,184.2882,130.1821,131.8338,130.0095,130.2346,127.7908,130.2440,187.4232,182.8087,180.6830,133.1594
941,182.2231,183.2526,129.7262,131.3666,129.4602,130.1871,127.7656,129.7404,188.1194,183.0780,180.4834,133.8559
942,182.5665,183.7183,130.5625,131.9167,129.5039,130.5547,127.5997,130.3929,187.4803,182.7260,180.9910,133.9668
943,181.9957,183.6069,130.6807,131.7041,128.9539,129.8064,127.6495,130.3971,187.6354,183.2651,180.4823,133.4384
944,182.3993,184.8879,129.9117,131.1490,129.2154,129.2613,128.1159,130.6822,187.4809,182.8112,180.1319,134.5291
945,182.7742,184.5745,130.1511,131.7048,129.2114,130.0742,127.8459,129.9905,187.4660,183.6112,180.4384,132.3146
946,182.9724,184.3457,130.3359,131.7637,129.1646,129.8265,128.4135,131.1880,187.2631,183.1460,180.4954,132.8209
947,182.9758,184.5337,129.6711,131.8263,129.2305,129.6636,128.5381,131.0699,188.2752,182.9322,180.0184,132.7355
948,183.3736,185.2733,129.4838,131.4102,129.6790,129.3406,128.9104,130.3346,188.2167,183.4329,179.9738,132.7722
949,183.2834,185.0303,129.9474,131.8170,129.6672,129.5104,128.9221,130.3448,187.8956,184.0853,180.3695,132.1593
950,183.2188,185.2020,130.1521,130.6220,128.8087,128.8931,129.1807,129.8081,186.6150,184.0671,180.9884,132.7503
951,182.6642,185.1392,130.3797,130.7577,129.3182,128.8844,128.3356,129.4396,186.7799,184.2811,180.9683,132.1599
952,182.6729,185.2212,130.0734,130.7290,129.5322,129.3469,128.9699,129.3767,186.9771,183.9749,180.7838,131.9379
953,181.9443,185.1512,129.4579,130.7023,128.7836,129.7752,128.7561,128.8484,186.7267,183.3716,180.1997,131.5694
954,181.5682,185.1437,130.2123,130.7631,128.3101,129.8127,128.6218,128.7221,187.3585,183.4078,180.1020,131.9818
955,181.4953,185.1704,129.6988,130.8645,128.9693,130.6803,128.5441,129.1464,187.4633,183.2313,179.9672,131.8009
956,181.6784,184.3891,130.0858,130.7596,128.4966,130.2537,128.5916,129.7799,186.6281,183.7403,179.3086,132.9105
957,181.2048,186.1707,129.7726,130.6348,128.7140,130.5167,128.5644,130.0722,187.0964,183.5838,179.3883,132.2948
958,181.8281,184.1880,129.8482,130.1675,129.3231,129.7600,128.6506,129.7030,187.4641,183.5121,179.6939,132.0156
959,182.2070,184.8501,129.2639,130.4175,129.6931,130.8892,129.1047,130.2092,186.8044,183.1437,180.3121,131.7220
960,182.3336,184.9772,129.1129,130.9428,129.7700,131.4485,129.1614,129.3188,186.1979,183.6181,180.5884,131.3880
961,181.6257,184.7529,128.7177,130.7698,129.0407,130.7992,129.0195,129.6541,186.0265,183.3497,180.7412,131.3525
962,180.6702,184.4855,129.2762,130.5018,129.8818,130.3965,128.8219,129.6218,186.5701,183.1615,180.1501,130.9222
963,180.7921,184.5145,129.8078,131.0511,129.2738,130.6027,128.7340,129.6763,187.2070,183.5840,180.3349,131.0123
964,181.1679,184.5941,130.0530,131.1895,129.2437,131.2104,129.0028,129.3710,187.6978,183.5206,180.0482,130.7125
965,181.1306,184.3271,129.8075,131.3079,128.3327,131.7865,128.3866,129.5050,187.5524,182.9081,179.9005,129.9335
966,181.3335,184.1862,129.5545,131.1217,128.5922,131.0854,128.7679,129.5183,187.5651,182.6189,180.4339,129.9778
967,181.6325,184.6959,130.2246,131.1051,128.9199,130.7688,128.6736,129.7975,188.5301,182.0595,180.7509,130.0863
968,182.3126,184.0480,129.7543,131.1989,129.2964,130.6641,128.5707,130.7717,187.8873,182.5044,180.8902,130.0890
969,182.0677,184.3194,130.0690,129.8969,129.2814,131.1420,128.1510,130.6204,187.4536,182.6162,180.9438,130.1735
970,180.7124,184.9265,129.7053,130.2705,128.7292,131.0401,128.4720,130.9576,187.3689,182.1738,180.7037,130.9703
971,180.9651,184.6485,129.3507,130.3277,129.3487,131.1489,128.9425,131.0367,187.4558,181.9348,180.9649,131.1693
972,180.7975,184.8307,129.3689,130.1525,128.2803,130.5665,129.4944,130.7319,187.8841,182.3551,181.1244,131.7543
973,180.5103,183.5568,130.1823,130.5538,129.0772,130.4747,128.5003,132.0279,187.8480,182.3046,181.4136,131.4614
974,180.8695,183.7667,129.8535,130.7182,129.8452,130.4928,128.9446,132.0964,186.9605,183.2150,181.2817,131.2638
975,181.8968,183.4659,129.8001,130.9132,130.3232,130.4441,128.8846,131.5464,187.0227,182.7322,181.0792,131.4883
976,181.5587,183.8015,130.1238,131.1829,130.4870,130.5135,128.8844,130.9663,187.6494,182.7328,181.0795,131.4079
977,180.9911,184.1640,129.8359,130.9325,130.9712,129.9357,128.6842,132.0832,187.5969,182.7148,181.1628,130.8938
978,181.2189,184.6647,128.7026,130.9243,130.9294,130.5449,128.5917,133.1774,187.6001,183.3779,180.5053,130.7265
979,180.7215,184.0273,128.5326,130.4848,130.9553,129.9074,128.5142,133.2910,187.7106,183.3533,179.7810,131.1537
980,180.0017,185.2895,128.6853,130.5080,130.8034,129.7823,127.9376,131.8002,187.6313,183.4808,179.6817,130.3056
981,180.8269,183.4074,129.0783,130.7190,129.9761,129.8247,127.2640,131.1353,187.6877,183.2620,179.7993,129.4176
982,180.8375,184.1836,129.8503,130.1065,129.9782,129.7819,127.9969,130.8906,187.9208,183.2709,179.1704,129.6265
983,180.7481,184.4029,129.6936,130.5855,129.8696,130.5673,128.4382,131.0688,187.8553,183.6684,179.1438,130.1740
984,181.8772,184.9868,129.6288,130.1390,129.4917,130.6362,128.1769,131.1823,187.3561,183.4911,179.2326,130.1637
985,181.9315,184.7585,129.8972,129.6870,129.4898,130.1589,127.9045,131.2170,187.1302,183.5120,178.9693,130.1184
986,181.7918,184.6949,130.5369,130.1567,130.0162,129.7671,127.7113,131.6721,187.7167,183.9117,179.3087,130.4334
987,181.8659,184.8648,129.7340,130.9499,129.9616,129.9535,128.2309,131.6421,188.2654,183.5763,179.0190,130.8958
988,181.9472,184.2308,130.3132,130.5784,180.2587,130.6068,127.9836,131.1212,187.3105,184.2708,180.1890,130.9561
989,180.9206,184.3452,129.8096,130.1771,130.6036,130.0237,128.4789,131.6726,187.0267,185.0569,180.1744,130.9231
990,181.3529,183.8782,130.4476,129.8728,180.6486,130.3405,128.4767,130.5330,187.4618,184.8755,179.3278,130.9916
991,181.6356,183.8424,130.5225,130.3073,180.8055,129.8405,128.8589,131.3580,187.4515,183.8341,179.0462,130.9037
992,181.7739,183.1465,130.7409,129.8145,129.8112,129.9979,128.8855,131.2629,187.3802,184.1395,179.5512,131.2194
993,182.3803,182.9376,131.2894,130.3199,181.6102,130.2800,128.9347,130.9995,187.8488,183.0190,179.8549,130.4106
994,181.5635,182.8547,130.9411,130.2068,180.9980,130.4491,128.9754,131.1107,187.3863,183.3381,179.4182,131.1882
995,181.5293,183.0514,131.3202,130.3692,180.8449,130.2284,129.0601,131.0212,187.6835,183.1499,179.4426,130.7685
996,182.1156,183.1145,131.2803,130.7954,181.4867,130.3716,128.7627,130.2386,187.5772,183.3132,179.9690,130.8527
997,181.5014,183.4555,131.7397,130.5008,181.6436,131.0274,128.0386,130.0450,187.3388,183.5888,180.4384,130.3407
998,182.0786,183.9465,130.7686,130.5127,180.4248,130.3813,128.3011,129.7398,187.3991,183.3252,180.3829,130.9304
999,182.0296,183.4690,130.3821,130.0174,181.8341,130.8770,128.6882,129.9337,188.3830,184.1306,180.0689,131.3122
1000,182.2904,183.4752,130.5434,129.6331,180.5214,130.5795,129.4317,130.5751,187.1954,184.1086,180.4415,131.3365
1001,183.7752,184.0960,130.7511,129.1731,180.9764,130.2679,129.2238,130.0244,187.9268,184.5069,180.4473,131.1804
1002,184.2331,183.0000,130.9393,129.4661,181.1276,130.4459,128.9536,130.4642,187.9197,183.6029,180.9327,131.0489
1003,183.4480,183.2733,132.0689,128.9011,181.5597,130.1313,129.0027,130.2837,187.7264,184.3981,181.0443,131.2281
1004,183.7186,183.3922,131.2827,129.4853,180.8729,130.2143,129.2944,130.2673,187.4403,183.8870,181.5808,130.3611
1005,183.7142,183.5147,131.5307,129.7263,181.6438,130.5183,128.7414,130.0139,187.7868,183.8571,181.3248,130.3341
1006,182.8680,182.8077,132.0065,129.5042,181.9752,130.9749,128.5534,129.5176,187.8243,184.3305,181.0601,130.8017
1007,183.3336,183.2326,131.9232,129.2064,183.6000,130.2653,128.9252,129.0889,188.0845,184.7414,180.4420,131.1688
1008,182.5342,183.9794,132.2035,129.7537,182.4548,130.1781,128.6597,129.0217,187.3677,184.5726,180.5485,130.4476
1009,182.8208,183.6466,131.8976,129.4041,182.1067,129.6774,129.1896,129.0106,187.0178,184.1536,179.9032,130.7925
1010,182.9217,183.7693,132.0411,130.1424,182.9144,130.1872,129.2669,128.9764,187.2908,184.2069,179.8892,130.6410
1011,182.6527,184.0483,132.2338,130.1593,182.2045,129.5553,129.2625,128.6807,187.8848,184.6173,180.2776,130.9433
1012,182.5219,184.3468,133.4066,130.6027,180.9193,129.2641,128.8876,128.4062,186.2003,184.7853,180.1520,131.0714
1013,182.5504,185.1291,132.9041,130.6443,181.2666,129.2297,128.6795,128.5725,187.0776,184.5732,179.9824,130.8367
1014,183.2433,185.0384,131.8806,130.7358,180.5315,129.3815,129.3769,129.8697,186.6384,184.6534,179.9333,131.2233
1015,183.2835,185.3284,131.7134,131.4243,180.3793,128.6752,129.1817,130.2019,185.5443,185.2755,179.8804,130.8802
1016,183.1364,185.5590,131.7066,131.0188,181.3862,129.4088,129.4072,130.1494,186.2316,184.7984,179.2141,130.8509
1017,184.1566,185.1743,131.5937,131.0857,181.7694,129.4526,129.0594,129.8728,187.0566,184.9769,179.2195,131.0435
1018,183.4220,185.4595,131.3853,131.1666,181.5674,129.1705,129.6161,129.4856,186.1727,184.7956,179.4982,131.4133
1019,182.9258,184.5882,131.4167,130.3912,181.9302,129.3345,129.0896,129.5335,186.3144,183.9976,179.5799,131.3534
1020,182.7016,184.3498,131.2386,129.8615,181.5736,129.9299,128.9679,129.4150,187.0694,184.0590,180.0317,131.5875
1021,183.0651,184.2710,130.8227,130.3158,182.0881,129.6126,128.9888,130.3855,186.9729,183.5047,179.3283,131.8732
1022,183.4858,184.5276,129.9474,130.3582,180.5179,129.0916,128.4746,130.3019,186.7832,184.2346,179.6564,131.2865
1023,183.6057,184.8069,129.6639,130.5819,181.8469,129.8169,128.9665,130.7383,186.8447,184.7213,179.7379,131.9495
1024,183.6086,184.8148,130.7545,130.0000,180.8303,129.1057,128.5221,129.7846,186.8651,185.1187,179.0009,131.5232
1025,183.2968,185.1733,130.6370,129.6156,181.2594,128.9152,128.9946,129.2694,187.7329,184.5681,179.4284,131.3189
1026,182.2602,184.6472,130.4224,130.2499,128.3067,128.6469,128.4339,129.2437,187.3537,184.2216,179.1171,131.1301
1027,182.0653,184.3286,131.0495,130.6653,128.1362,128.9935,128.6571,129.3468,187.2865,184.4542,180.1079,131.9410
1028,182.5606,184.7196,131.3588,130.3643,129.2106,128.7889,128.2096,128.2720,186.8614,184.3797,179.0989,131.5584
1029,181.8325,184.7426,130.9785,130.0739,128.4099,128.7759,128.2417,129.2065,187.7983,184.3979,179.5203,130.9468
1030,182.0407,185.0919,131.0233,130.1905,128.7098,129.1091,128.2335,128.5286,187.5592,183.7400,179.5763,131.3637
1031,182.0001,184.5885,130.6149,130.2366,129.2090,129.1329,127.9808,128.2784,187.7339,183.8895,179.4134,130.2646
1032,180.9789,185.3787,131.4377,130.3270,129.0063,129.2125,127.9083,128.4174,187.7004,183.1942,180.5359,130.8045
1033,181.8563,185.3692,131.3603,129.4393,129.6896,128.6742,128.1992,127.7808,188.1176,182.6164,180.9302,131.2993
1034,182.4401,184.3169,130.5716,129.6921,129.3887,129.5498,128.5375,128.4730,187.2678,182.1073,180.6304,131.1915
1035,183.1159,184.0222,130.2071,129.9329,129.3827,129.0287,128.3276,127.7475,188.2193,182.1315,180.1540,131.6838
1036,182.9172,183.7851,129.4473,130.3156,128.9788,128.9176,128.5463,128.8220,188.0949,182.1040,180.6146,131.8294
1037,182.7210,183.9704,130.0452,130.8585,128.5976,129.2448,128.7117,128.7340,188.2157,182.3970,180.1573,131.8011
1038,182.7170,184.3039,130.9890,130.5863,129.7427,130.0255,129.0519,128.6201,187.6211,182.9024,179.3234,131.7940
1039,183.7154,184.4713,130.2444,129.6767,130.5634,129.7220,129.1534,128.5575,187.0928,181.7612,179.9166,131.8168
1040,184.3295,184.1890,130.3303,130.3243,129.4919,130.1574,129.4708,129.1731,186.9664,181.9382,180.1983,131.5677
1041,184.5455,184.2469,130.6175,129.8571,130.0005,130.2248,129.4172,129.8174,187.5543,182.1382,179.7442,131.0384
1042,184.3799,184.2561,130.6028,129.6812,130.0865,130.3237,129.3141,129.1564,185.8815,183.1321,180.6843,131.6242
1043,183.4111,184.4099,132.0167,128.9315,130.6174,129.5814,129.1553,129.4808,186.2049,183.2152,180.3082,131.8007
1044,183.7639,184.2427,131.1197,129.7853,130.1925,129.2441,128.8886,129.6783,186.3379,182.3575,180.4103,131.6274
1045,183.1996,183.9899,131.4086,129.7321,131.2577,128.9724,129.4765,130.1404,186.4519,181.7825,180.1667,132.0514
1046,182.6875,184.6230,130.9495,129.6496,130.8069,128.7251,129.2394,129.9747,185.8134,181.8890,180.4039,131.8232
1047,183.1076,184.7470,130.7051,129.8808,130.7538,128.7543,129.4485,129.3200,186.0089,182.0712,180.2641,131.3240
1048,182.6073,186.0450,130.4494,130.5597,131.4841,128.1681,128.6448,129.3802,185.8244,182.2259,179.8214,130.9679
1049,182.4194,185.5889,130.0622,130.3909,131.2459,128.0243,128.2021,129.4961,184.7085,182.5366,179.7327,130.6455
1050,181.7270,185.3402,131.0385,129.9121,130.4245,127.7247,128.6177,129.5685,186.0097,182.5155,179.2716,130.9729
1051,181.7231,185.1744,130.6355,130.1437,130.4620,128.2894,128.2069,129.1429,185.8481,181.5751,179.5460,130.5051
1052,181.4728,185.1879,130.0664,129.9548,130.3430,128.1680,128.5073,128.4912,185.2388,181.2288,179.2559,131.3239
1053,181.8607,184.4280,129.9173,130.6144,130.0968,128.1958,128.5900,129.6216,185.2591,180.5537,179.6882,131.6780
1054,181.4498,184.7479,130.2867,130.0422,130.7470,128.3309,128.3679,129.1101,185.0311,181.0450,179.5414,130.9195
1055,181.5216,184.1295,129.5760,129.4480,185.3892,128.6261,128.4368,128.1436,185.4260,180.0130,179.3864,131.3406
1056,182.0965,184.2429,129.6469,129.1115,185.5853,128.4041,128.3065,129.0200,185.5382,180.0507,178.5857,131.3491
1057,182.1409,184.2553,129.5959,129.8906,184.5941,128.5984,128.2970,128.7110,184.9551,180.1276,179.0969,131.2749
1058,181.7537,183.8655,130.6522,130.1477,184.7318,129.0435,127.8531,128.3336,184.5389,180.4768,179.2050,130.8317
1059,181.3419,183.7687,129.4787,130.0300,184.7998,128.4245,128.4702,128.5881,185.2247,180.6626,179.0170,130.3215
1060,180.6033,184.2108,129.7899,129.7483,184.6565,128.3448,128.3856,129.3045,185.3962,180.6890,178.4029,131.2474
1061,181.3016,184.1021,129.3300,129.0037,184.6345,127.8490,128.6665,129.5173,185.6221,181.0112,178.4339,130.6939
1062,181.5272,184.1059,129.4740,128.7194,184.0117,127.9016,129.0489,129.7662,185.0641,181.0790,178.3175,130.8510
1063,181.2193,184.2330,128.7638,129.2799,184.9976,128.6774,129.1656,129.4874,185.7190,181.2458,178.6927,130.7123
1064,180.6793,184.8830,129.0420,129.1394,184.8326,128.6100,128.2800,129.8563,184.7710,182.5654,180.1587,131.1875
1065,181.0131,184.5538,129.7454,128.9889,185.2568,128.3959,128.8957,130.6970,184.8840,182.5372,179.3411,130.7894
1066,182.0709,183.3998,128.5011,128.6879,184.1779,128.5348,128.8634,131.1119,185.8053,181.9729,179.9808,130.6654
1067,182.2320,182.9202,129.2694,128.9518,184.9338,128.9669,129.6186,130.4878,184.6722,181.6102,179.8332,130.0948
1068,182.0578,182.9659,129.8705,128.8201,184.0197,128.6279,130.0670,131.4022,185.3727,181.7443,179.2962,130.2584
1069,181.4675,183.0633,129.4355,128.3852,184.4361,129.1667,129.3589,131.0317,185.2222,181.6618,179.7515,129.9105
1070,181.2321,183.5496,130.0704,128.2338,184.3537,128.5419,129.5372,131.1828,185.5794,180.6953,179.4269,129.5382
1071,180.8429,183.3067,129.7447,128.0804,183.3788,128.9204,129.4862,131.6836,184.8738,181.4068,179.0467,129.6199
1072,181.1058,183.0248,129.7645,128.3970,183.4651,128.9490,129.5254,131.6502,185.3123,181.4909,179.0601,130.4685
1073,181.0053,183.9700,130.4368,129.5390,183.2022,129.0795,129.0583,131.1991,185.1254,181.9790,178.8752,130.4861
1074,181.1409,183.4897,130.6718,129.2472,182.8469,129.1403,129.0911,131.6841,184.6528,182.2381,178.4899,130.7375
1075,181.4658,184.8460,131.1721,129.3229,184.3223,129.4082,128.7233,131.6530,184.7381,183.1326,178.5114,130.8288
1076,181.9721,184.7383,130.7912,129.2285,129.5853,129.0409,128.9985,131.3291,183.8479,182.2493,178.8957,130.0700
1077,182.9095,184.2621,130.5648,128.2582,128.5028,129.0000,128.8883,131.9282,183.7550,181.9596,178.9160,130.3053
1078,182.5835,184.3995,130.7839,129.9166,128.8199,129.8195,129.3468,131.6364,183.4469,182.3346,178.2164,130.8119
1079,182.5179,184.7418,130.4244,129.3286,128.3967,129.1711,128.7142,132.4722,184.0976,181.8992,178.5864,130.8952
1080,181.3753,183.8995,130.3151,130.1410,128.9059,129.0616,128.9199,131.5068,183.5822,182.1778,178.6272,130.3431
1081,181.3170,185.3318,131.1992,129.7966,183.4326,129.0734,129.3960,131.7574,184.1628,182.1648,178.9583,130.5745
1082,181.0129,184.4745,130.8761,129.9640,128.7247,128.6837,129.1956,130.7369,184.7392,181.5679,178.5260,130.3099
1083,180.6201,184.2599,131.0420,129.1334,184.8171,128.8595,128.9620,131.0871,183.9413,181.9757,177.9534,130.5030
1084,180.8114,184.2913,130.4873,129.5697,129.5947,129.3069,129.0223,131.0306,184.2739,181.6768,178.0647,130.8573
1085,181.5755,185.1707,130.1831,129.9656,128.8178,128.7860,128.8849,131.2330,184.9526,181.6657,178.1366,130.8869
1086,181.7264,183.5848,130.1989,129.4875,129.4875,129.1722,129.7941,131.2094,184.8434,182.2118,177.9618,130.6543
1087,181.0313,183.8961,130.6393,128.8886,128.9690,129.2207,129.3774,131.2603,184.7355,181.8020,177.8456,130.3024
1088,180.3108,183.0826,130.3481,129.1150,129.0680,129.5029,128.8023,130.9927,184.7413,182.3555,177.5585,130.6961
1089,180.0195,182.6850,129.8499,129.9299,129.2499,128.3938,129.1013,131.1278,184.5488,182.3753,177.0370,130.5260
1090,180.8218,183.2615,129.5277,129.8605,129.5005,128.1561,129.0974,130.6789,184.7700,182.1679,177.7561,130.6626
1091,180.2154,182.9264,129.9516,130.6369,128.7672,127.7735,128.8003,130.9698,185.2334,182.0089,178.4602,130.2143
1092,180.9393,182.8606,130.2712,130.2982,129.4574,128.2840,129.1294,130.7541,185.9149,181.4681,178.0426,130.3925
1093,180.8636,183.0195,130.1498,129.6751,129.5296,128.4627,129.1001,130.6994,186.1208,181.1589,178.4544,129.9269
1094,181.8808,183.5712,129.8367,130.2245,185.1888,129.3265,129.3210,130.3887,185.2951,181.2033,178.3606,130.6946
1095,182.1957,183.9910,129.8129,129.9956,185.2834,128.7743,129.5208,131.2140,185.3116,180.9338,178.2935,130.0185
1096,182.6335,184.5282,130.2854,130.0407,185.2685,129.1763,129.7232,130.1263,184.7985,181.7164,177.4457,130.8951
1097,181.8119,184.5116,130.6807,129.9624,185.8708,129.3706,129.1709,130.8383,185.3802,181.8441,177.6993,130.2036
1098,181.2252,184.7437,130.2246,130.2479,186.3662,129.0770,128.5059,131.5314,186.5347,181.3457,178.1412,130.4937
1099,180.8091,184.3322,130.3399,130.0867,185.7714,128.3758,129.0582,131.4599,185.9418,182.1006,178.5926,130.4556
1100,180.9367,184.9058,130.2771,129.4482,186.0086,128.7337,128.5736,131.3787,186.0739,181.8256,178.8318,130.5079
1101,180.9473,184.1781,130.1846,130.5898,186.4315,128.8222,129.0253,131.3432,186.0399,182.4346,178.1801,130.9016
1102,181.2095,184.4461,130.7449,129.5260,130.3805,129.2969,129.6910,131.0535,185.9156,182.3897,178.3054,130.7944
1103,180.7572,183.9830,130.6630,129.3974,131.4893,129.5040,129.1521,131.1497,185.7385,182.4658,178.3273,130.3118
1104,180.9305,185.0024,129.8201,129.7856,188.5344,129.2226,129.4366,131.8236,185.8397,182.4353,177.9565,130.8031
1105,179.1539,185.2427,130.2984,129.2856,187.8887,128.6862,129.5669,131.4251,184.9159,181.9575,177.1847,131.3447
1106,179.4167,185.7293,130.5997,128.6627,188.3736,129.0085,128.9212,132.2516,185.4449,182.6668,177.4806,131.2107
1107,180.1138,185.4258,130.9950,128.7867,187.5703,129.2483,128.8609,132.0537,185.6860,182.3458,177.6989,130.4029
1108,178.9998,185.4756,130.5511,186.2293,186.4075,129.4094,129.9996,131.9246,185.4322,182.3779,177.7797,130.3881
1109,179.1946,185.3609,130.2005,186.5464,187.5945,129.1357,129.8227,131.2936,184.6488,181.6564,178.1579,130.6411
1110,179.9194,185.4991,131.0495,185.9653,187.7882,129.1788,129.9108,131.9078,185.2990,182.3360,178.4452,130.7520
1111,179.3070,185.2761,131.0948,186.2391,187.8512,129.7441,129.8385,131.4252,185.4203,182.3985,177.8813,129.9061
1112,179.5470,186.3295,131.0571,185.7766,186.9381,129.1573,130.0284,131.5576,186.9195,182.2002,177.7197,130.5276
1113,179.1897,185.4257,131.1650,185.6094,186.5617,129.4701,129.7757,130.3514,186.4466,183.0894,177.9978,130.5602
1114,179.3711,186.4926,131.4118,186.0783,130.6846,129.3984,129.9098,130.2331,185.4833,183.6966,178.1448,130.6328
1115,178.7288,185.6573,131.4506,185.9375,186.1008,129.5823,128.9001,130.4332,185.8112,182.9905,177.8426,130.5645
1116,179.1117,185.6930,130.8555,184.9961,185.5465,129.6411,129.1422,130.6805,186.9407,182.7364,178.2265,130.3387
1117,178.3763,185.7306,129.9821,185.3608,186.8655,130.0706,128.5855,131.2902,186.3151,182.3126,177.8362,130.8273
1118,179.1172,184.6658,130.8214,185.3391,186.7627,129.6420,128.6661,130.8314,185.6824,182.0138,177.1471,131.5588
1119,178.4907,184.6672,130.6463,186.0375,186.3243,129.5323,128.5906,130.4045,185.2729,181.8985,177.8111,131.6974
1120,178.5877,185.1059,131.0806,185.4906,186.8086,128.9415,127.2513,130.0867,184.6293,181.9830,177.1479,131.6839
1121,179.2154,185.1195,131.4168,186.0331,186.8456,129.1818,128.2599,130.9578,185.8981,182.6677,177.4791,131.5750
1122,179.5032,185.3511,131.2729,185.7996,186.1431,129.1137,128.2430,130.2205,185.5054,182.5229,177.9708,131.1417
1123,179.0091,186.0634,131.2524,185.3113,186.0796,129.2431,128.4347,129.4425,185.1844,182.7134,178.3119,130.3906
1124,179.3322,186.0456,130.7181,186.7674,186.6969,129.3587,128.6651,130.0949,184.2331,182.0135,178.3811,130.3923
1125,179.2597,185.4884,130.6969,185.5258,186.6671,129.0731,127.8157,130.2992,183.4999,182.6517,178.2719,130.2869
1126,179.6240,185.1118,131.5149,185.6252,185.9403,129.1799,128.6401,130.0298,183.8935,182.3580,178.1404,130.2657
1127,179.9871,185.0560,130.9154,186.1371,186.6614,128.7720,128.1746,130.2312,183.6158,183.0844,179.0376,130.6298
1128,179.7580,185.3431,131.2683,129.2777,186.7825,128.2006,127.6493,130.9300,183.6707,182.9890,179.2267,130.5633
1129,180.5463,185.0480,131.5911,129.6060,186.6688,128.0889,127.8255,130.7023,184.9861,182.9417,179.3625,130.0784
1130,180.5188,184.9603,131.8722,186.4496,186.7007,128.3841,126.8279,130.6895,184.9348,181.5017,179.9888,130.3048
1131,180.6285,184.7113,131.7912,187.8198,186.4997,128.2965,127.0269,130.0992,185.0780,182.5311,179.3471,130.9203
1132,180.5684,185.3997,132.1848,188.5129,185.5806,127.8459,127.1475,129.6295,184.6407,181.6645,178.6839,131.1440
1133,180.0327,184.7229,132.0569,131.2629,185.3856,127.7544,126.7978,129.4725,184.4975,181.5560,178.5484,131.1432
1134,180.2814,184.6386,131.7340,187.9439,185.7865,128.3572,127.3095,130.3356,185.0636,181.8994,179.0820,130.3118
1135,180.1429,184.8487,131.9922,186.3835,186.8808,128.1745,127.8876,130.5592,186.0480,181.7496,178.5430,130.3358
1136,180.7669,185.4060,131.9172,186.0736,187.4354,128.7527,127.7946,131.6214,185.7286,181.6831,178.3657,130.8762
1137,181.6635,185.3232,131.7725,186.0273,186.7977,128.8133,127.8092,131.3648,185.5620,182.6413,178.7015,130.8350
1138,181.3215,186.0610,131.3539,187.0344,186.6390,128.8953,127.1904,131.9750,186.3873,182.6497,178.4378,131.1072
1139,181.7123,186.0755,131.7504,187.0629,187.7897,129.1157,127.7620,131.7496,186.3549,182.2002,178.6432,131.6610
1140,182.9734,185.4670,131.8783,187.7758,187.8895,128.0578,127.7269,131.7765,185.6067,183.1183,178.5353,131.8691
1141,181.6782,185.3392,131.9461,188.5152,187.8809,128.5520,127.7173,131.1903,184.9055,182.9380,179.0689,131.4960
1142,182.6775,186.3333,132.8730,188.3421,187.4172,128.6071,128.2700,131.4183,184.9929,182.0072,179.2406,131.2888
1143,182.2799,185.6995,133.2135,187.5960,188.1722,128.6212,128.1066,131.6642,185.4487,182.7058,179.1023,130.4870
1144,183.2218,184.8998,133.7603,187.4610,187.7736,127.7513,128.3122,131.6296,185.7268,182.8189,179.2076,130.8642
1145,183.5256,185.3384,133.8645,187.1792,186.9282,128.1142,128.1141,132.4487,184.5567,182.5987,179.5336,131.0842
1146,182.3982,185.8130,133.7105,187.5247,188.1892,128.1004,128.1632,132.4841,184.0042,182.8687,179.9647,131.3715
1147,182.9932,186.3222,132.7382,188.0465,186.6344,128.1652,128.0724,133.1134,183.9874,182.6739,179.3369,130.9257
1148,182.2977,185.6815,132.9824,187.7652,185.8458,127.8916,127.7149,132.3937,183.4328,182.3513,180.6027,131.3000
1149,182.7302,185.8003,132.8812,187.7607,185.3362,127.3741,127.6143,132.3538,183.8353,182.4792,179.8559,5.9062
1150,182.4281,186.1074,132.7107,187.0546,186.6411,128.1112,127.5341,132.8957,183.6455,182.0843,180.4248,5.3395
1151,182.4191,185.6203,133.2629,187.7084,186.8672,127.7102,127.2657,132.5221,183.5192,182.3349,180.3244,5.2392
1152,183.0156,185.3982,133.7458,188.0483,186.2147,127.7271,127.6983,131.4784,184.2048,182.5807,180.3504,5.1626
1153,181.9055,185.5190,134.1199,188.3682,186.6714,127.9906,127.8889,131.0487,184.2690,182.5930,180.1961,5.0940
1154,183.1549,185.6708,134.7447,187.8970,188.1121,128.2048,127.7928,131.1980,184.7785,182.7662,180.0161,5.0861
1155,181.5188,185.2563,133.5027,187.2165,188.9010,128.0955,127.9208,130.6787,183.4548,182.8512,180.3248,130.4796
